id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type
14361,0.0,16431,275050,0.0,0.0,0.0,99.43,8,B,Urban,15900,1,Richard Soto,60,615845,Software Engineer,Starlite Premium,White Collar
93944,0.806,32865,93740,0.0,0.0,0.0,98.59,10,A,Rural,3300,1,Jessica Payne,54,630231,Software Engineer,MaxBupa Silver,White Collar
39756,0.011,16797,180090,0.0,0.0,0.0,99.89,7,A,Rural,7500,1,Brooke Cook,38,336489,Lawyer,Starlite Premium,Other
107511,0.001,26650,104990,0.0,0.0,0.0,98.97,10,B,Urban,5400,1,Tanner Hayes,62,318938,Driver,Starlite Premium,Blue Collar
13958,0.019,31038,76770,0.0,0.0,0.0,99.88,5,A,Urban,3300,1,Joshua Brady,38,360919,Lawyer,MaxBupa Silver,Other
65427,1.0,10591,87630,0.0,1.0,0.0,,2,B,Urban,5400,1,Shawn Solomon,31,382350,Shopkeeper,Starlite Premium,Other
61883,1.0,9867,57690,0.0,1.0,0.0,99.35,4,A,Urban,5400,1,Charles Bradley,45,266659,Farmer,Starlite Basic,Blue Collar
3236,0.034,14974,183430,0.0,0.0,0.0,98.84,9,D,Urban,7500,1,Heather Thomas,42,316416,Teacher,Starlite Basic,White Collar
6988,0.022,34320,42120,0.0,0.0,0.0,97.93,9,A,Urban,3300,1,Joshua Sweeney,64,356132,Nurse,Starlite Basic,Other
28893,0.13,10235,156110,0.0,0.0,0.0,99.45,18,E,Rural,11700,1,Jonathon Williams,52,470001,Software Engineer,Starlite Basic,White Collar
55035,1.0,10227,114140,0.0,0.0,0.0,99.72,3,A,Urban,1200,1,Carol Castillo,29,281547,Construction Worker,Starlite Basic,Blue Collar
11232,0.057,10230,117130,0.0,0.0,0.0,99.75,10,A,Urban,7500,0,Kaylee Mclaughlin,23,187387,Farmer,MaxBupa Silver,Blue Collar
80451,0.0,13154,75100,0.0,0.0,0.0,99.34,12,A,Rural,5700,1,Jermaine Davis,47,284901,Teacher,Starlite Premium,White Collar
3441,0.207,20446,625040,0.0,0.0,0.0,99.52,11,D,Urban,22200,1,Lisa Zamora,40,475383,Software Engineer,Starlite Basic,White Collar
20593,0.0,32126,283100,0.0,0.0,0.0,,10,A,Rural,22200,1,Ronald Quinn,19,278125,Driver,Starlite Basic,Blue Collar
27312,0.012,24464,236630,0.0,0.0,0.0,99.48,13,A,Urban,9600,1,Dustin Nielsen,56,213424,Farmer,Starlite Premium,Blue Collar
47346,0.924,16795,358910,0.0,0.0,0.0,99.51,11,B,Urban,13800,1,Kara Schmidt,38,146083,Nurse,Starlite Basic,Other
87325,0.929,16804,168840,0.0,0.0,0.0,99.59,11,A,Urban,18000,1,Pamela Edwards,20,186895,Construction Worker,Starlite Basic,Blue Collar
90401,0.093,26659,385620,0.0,0.0,0.0,99.33,17,A,Rural,18000,1,Daniel Holland,58,207445,Lawyer,MaxBupa Silver,Other
111319,1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,John Anderson,30,138150,Lawyer,Starlite Basic,Other
58599,0.124,16436,52510,0.0,0.0,0.0,99.68,6,A,Rural,5400,1,Janice Kelly,19,296085,Driver,MaxBupa Silver,Blue Collar
32177,1.0,20089,116440,0.0,0.0,1.0,99.59,3,A,Urban,1200,1,Bryan Russell,50,124079,Farmer,Starlite Basic,Blue Collar
2789,0.053,32495,139740,0.0,0.0,0.0,99.46,7,A,Urban,5400,1,Emily Singleton,33,269639,Farmer,Starlite Premium,Blue Collar
44175,0.003,36874,86570,2.0,0.0,0.0,,8,A,Rural,7500,0,Maria Crawford,18,324849,Driver,Starlite Basic,Blue Collar
101974,0.054,24468,302660,0.0,0.0,0.0,99.7,10,A,Urban,18000,1,Ashley Good,37,203468,Farmer,Starlite Basic,Blue Collar
28111,0.515,14607,129140,0.0,0.0,0.0,98.13,15,B,Rural,5400,1,Gabriel Oliver,36,453330,Teacher,Starlite Basic,White Collar
77236,0.0,32128,100140,0.0,0.0,0.0,,8,A,Rural,3300,1,James Cross Jr.,22,39158,Student,Starlite Basic,White Collar
25531,0.034,29572,284250,0.0,0.0,0.0,99.7,12,A,Rural,32700,1,Allison Ramirez,20,201901,Lawyer,MaxBupa Gold,Other
13481,0.006,26656,153070,0.0,0.0,0.0,99.1,13,B,Urban,9600,1,Victoria Johnson,42,185524,Nurse,MaxBupa Silver,Other
50711,0.4,26287,320130,2.0,0.0,0.0,99.19,12,A,Urban,18000,0,John White,49,221581,Farmer,MaxBupa Silver,Blue Collar
97544,0.789,14605,48030,0.0,0.0,0.0,99.4,6,C,Urban,3300,0,Alejandro Grant,52,226751,Teacher,MaxBupa Silver,White Collar
901,0.342,16802,149730,0.0,0.0,0.0,99.23,8,A,Rural,7500,1,Taylor Avila,23,498392,Software Engineer,Starlite Basic,White Collar
10961,0.0,16798,75100,0.0,0.0,0.0,,5,A,Urban,5400,1,Randy Sherman,60,396815,Lawyer,Starlite Basic,Other
71493,0.0,8045,27950,0.0,0.0,0.0,,4,A,Urban,1200,1,Alyssa Peterson,38,313953,Teacher,Starlite Premium,White Collar
4323,0.642,16804,112760,0.0,0.0,0.0,99.36,16,B,Urban,7500,1,Emily Zuniga,20,285515,Farmer,Starlite Premium,Blue Collar
61698,0.131,10600,204140,0.0,0.0,0.0,99.71,7,A,Rural,5400,1,April Walker,47,357256,Nurse,MaxBupa Gold,Other
2181,1.0,10232,61270,0.0,1.0,0.0,99.66,4,A,Rural,5400,1,Joseph Moran,51,442566,Software Engineer,MaxBupa Gold,White Collar
111669,0.036,35047,43300,0.0,0.0,0.0,99.89,5,A,Urban,1200,1,Christian Gonzalez,40,158320,Nurse,MaxBupa Gold,Other
35150,1.0,18623,363080,0.0,1.0,0.0,,11,C,Urban,13800,1,Janet Foster,51,399767,Lawyer,Starlite Basic,Other
2202,1.0,12781,90030,0.0,0.0,0.0,99.83,3,A,Urban,5400,1,Christine Cole,21,5385,Student,MaxBupa Gold,White Collar
31160,0.63,12781,162650,0.0,0.0,0.0,98.09,12,B,Rural,3300,1,Katie Taylor,58,213453,Driver,Starlite Basic,Blue Collar
84087,0.024,34316,92350,0.0,0.0,0.0,99.88,9,A,Urban,9600,1,Elizabeth Guzman,31,283718,Driver,MaxBupa Gold,Blue Collar
101005,0.182,10596,87540,0.0,0.0,0.0,,4,A,Urban,7500,1,Anthony Ross,64,364845,Nurse,Starlite Basic,Other
55217,0.086,24469,109430,0.0,0.0,0.0,99.01,10,A,Rural,5400,1,Peter Thornton,52,397516,Shopkeeper,Starlite Basic,Other
107369,0.181,18620,207490,0.0,0.0,0.0,99.13,15,C,Rural,24300,1,Bradley Barnes,60,280953,Driver,Starlite Basic,Blue Collar
21976,0.033,14247,246740,0.0,0.0,0.0,99.05,9,D,Urban,28500,1,Javier Owens,34,255433,Shopkeeper,Starlite Premium,Other
47137,0.427,10225,102140,0.0,1.0,0.0,99.4,7,A,Rural,5400,1,George Davis,17,35759,Student,Starlite Basic,White Collar
33590,0.455,16795,390130,1.0,0.0,0.0,99.86,12,B,Rural,3300,1,Ian Salas,50,345923,Teacher,MaxBupa Silver,White Collar
108608,0.656,21540,450090,0.0,0.0,0.0,98.91,17,A,Urban,32700,1,Scott Evans,28,688832,Software Engineer,Starlite Basic,White Collar
67942,0.11,37239,102580,0.0,0.0,0.0,99.27,9,B,Urban,7500,1,Gregory Foster,57,288617,Farmer,Starlite Basic,Blue Collar
87536,0.045,16797,180060,0.0,0.0,0.0,99.78,7,D,Rural,7500,1,Matthew Mcdaniel,60,308067,Shopkeeper,MaxBupa Silver,Other
42004,0.994,10226,142610,1.0,0.0,0.0,99.66,15,D,Rural,5400,1,Sarah Brooks,24,252085,Teacher,MaxBupa Gold,White Collar
615,0.036,29579,364240,0.0,0.0,0.0,99.55,9,A,Rural,1200,1,Michael Grant,26,562672,Software Engineer,MaxBupa Silver,White Collar
43165,0.06,18627,117070,0.0,0.0,0.0,99.85,6,A,Urban,7500,1,Charles Stewart,20,275539,Construction Worker,Starlite Premium,Blue Collar
102052,0.605,10600,58320,1.0,0.0,0.0,99.5,9,B,Urban,5700,1,Kathleen Thompson,60,576850,Software Engineer,Starlite Basic,White Collar
50659,0.349,16802,120150,0.0,1.0,0.0,99.73,5,B,Urban,9600,1,Terri Lewis,52,190893,Driver,Starlite Premium,Blue Collar
109697,0.004,18629,120140,1.0,0.0,0.0,99.88,6,C,Urban,9600,1,Mandy Lopez DVM,22,28578,Student,Starlite Basic,White Collar
42473,0.007,31761,315100,0.0,0.0,0.0,99.89,11,A,Urban,22200,1,Joshua Powell,34,232981,Teacher,Starlite Basic,White Collar
33718,0.206,34321,272180,1.0,0.0,0.0,98.02,27,A,Urban,13800,1,Shane Woods,19,301275,Construction Worker,MaxBupa Silver,Blue Collar
111784,0.019,24462,270090,0.0,0.0,0.0,99.45,10,B,Urban,15900,1,Ryan Casey,39,284374,Nurse,MaxBupa Silver,Other
104100,0.041,24460,277660,0.0,0.0,0.0,99.5,13,A,Urban,18000,1,Todd Wilson,38,653940,Software Engineer,Starlite Basic,White Collar
67283,0.002,34325,201890,0.0,0.0,0.0,,8,A,Urban,5400,1,Calvin Alvarado,47,102973,Farmer,Starlite Basic,Blue Collar
20032,0.001,32134,141040,0.0,0.0,0.0,99.89,11,A,Urban,7500,1,Jessica Jones,63,319918,Construction Worker,MaxBupa Gold,Blue Collar
19437,0.097,27383,112890,0.0,0.0,0.0,99.8,6,A,Rural,3300,1,Jeremy Kirby,56,297429,Teacher,Starlite Premium,White Collar
77591,0.0,16798,412530,0.0,0.0,0.0,99.38,13,A,Rural,9600,1,Daniel Johnson,54,671713,Software Engineer,MaxBupa Silver,White Collar
111040,0.16,18621,246070,0.0,0.0,0.0,99.05,9,A,Rural,22200,1,Misty Smith,45,241238,Construction Worker,Starlite Premium,Blue Collar
105422,0.007,29572,146130,0.0,0.0,0.0,99.27,5,A,Urban,5400,1,Tara Mays,61,227571,Farmer,Starlite Basic,Blue Collar
71052,0.02,31036,5000090,0.0,0.0,0.0,,17,A,Rural,60000,1,Mason Thompson,49,128100,Nurse,Starlite Basic,Other
85152,0.333,20455,249120,0.0,0.0,0.0,97.9,17,D,Rural,20100,1,Dr. Rachel Lopez MD,55,272002,Teacher,MaxBupa Silver,White Collar
17512,0.479,21548,160530,0.0,1.0,0.0,98.3,29,C,Urban,11700,1,Brandon Jefferson,40,282478,Farmer,MaxBupa Silver,Blue Collar
46337,0.003,18628,201030,0.0,0.0,0.0,,5,B,Urban,11700,1,Amanda Fuller,52,373521,Software Engineer,MaxBupa Silver,White Collar
72137,0.0,16799,347080,0.0,0.0,0.0,99.33,9,C,Rural,9600,1,Todd Blair,49,232009,Nurse,Starlite Basic,Other
106807,0.0,23368,48110,0.0,0.0,0.0,99.82,4,B,Urban,1200,1,Kelly Peterson,39,252580,Shopkeeper,Starlite Basic,Other
7248,0.01,37240,99060,0.0,0.0,0.0,99.89,5,A,Urban,3300,1,Diane Olsen,60,426066,Software Engineer,MaxBupa Silver,White Collar
104869,0.01,14611,210060,0.0,0.0,0.0,99.61,6,A,Urban,9600,1,Lisa Andrews,43,580032,Software Engineer,Starlite Premium,White Collar
88621,0.007,31761,30040,0.0,0.0,0.0,99.89,12,A,Rural,5700,1,Thomas Caldwell,30,500143,Software Engineer,MaxBupa Silver,White Collar
62914,0.108,21178,210140,0.0,1.0,0.0,99.28,16,A,Urban,15900,1,Monique Beasley,36,313601,Construction Worker,MaxBupa Silver,Blue Collar
109350,0.033,10232,250600,0.0,0.0,0.0,99.78,5,C,Urban,20100,1,John Simon,47,385664,Nurse,Starlite Basic,Other
111319,1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Robert Hughes,35,233031,Nurse,Starlite Basic,Other
40402,0.099,24465,93100,0.0,0.0,0.0,99.14,14,A,Urban,1200,1,Patrick Wyatt,49,231184,Shopkeeper,MaxBupa Silver,Other
30155,0.061,21542,333030,1.0,0.0,0.0,99.15,15,A,Urban,13800,1,Nicole Morales,37,233812,Driver,MaxBupa Silver,Blue Collar
13424,0.023,26652,97100,0.0,0.0,0.0,97.73,21,A,Urban,9600,1,Mark Kim,58,246038,Shopkeeper,MaxBupa Silver,Other
94048,0.057,24468,168090,0.0,0.0,0.0,99.24,8,B,Rural,7500,1,Katherine Jones,40,373917,Shopkeeper,Starlite Premium,Other
62037,0.012,32125,160030,0.0,0.0,0.0,,4,A,Rural,5400,1,Robert Vasquez,62,163361,Shopkeeper,Starlite Basic,Other
105510,0.099,30665,200150,2.0,0.0,0.0,99.69,8,A,Urban,9600,1,Tara Noble,38,588970,Software Engineer,Starlite Basic,White Collar
12876,0.576,26658,72130,0.0,0.0,0.0,98.73,18,A,Urban,5400,1,Anthony Chang,50,573065,Software Engineer,MaxBupa Silver,White Collar
6170,0.0,16798,276060,2.0,0.0,0.0,97.05,24,C,Rural,13800,1,Rhonda Howard,23,401733,Software Engineer,Starlite Basic,White Collar
89538,0.057,26657,247640,0.0,0.0,0.0,99.87,11,A,Urban,18000,1,Joel Barnes,51,225259,Farmer,Starlite Premium,Blue Collar
26097,0.039,32131,500100,0.0,0.0,0.0,99.89,9,A,Urban,26400,1,Jessica Watson,63,125974,Nurse,MaxBupa Gold,Other
91915,0.134,21546,255450,0.0,0.0,0.0,99.55,11,C,Urban,18000,1,Gabriel Russell,37,111524,Farmer,MaxBupa Silver,Blue Collar
28460,0.0,18628,165060,0.0,0.0,0.0,99.4,14,B,Urban,13800,1,Christopher Hawkins,47,258665,Teacher,Starlite Basic,White Collar
66246,0.281,18630,162630,2.0,0.0,0.0,98.58,12,A,Rural,18000,1,Tonya Aguilar,34,693237,Software Engineer,Starlite Basic,White Collar
21880,0.926,10227,120110,1.0,0.0,0.0,98.77,8,B,Rural,3300,1,Daniel Reyes,19,275173,Construction Worker,MaxBupa Gold,Blue Collar
81530,0.125,16803,75130,0.0,0.0,0.0,99.51,15,A,Rural,7500,1,Jeremiah Stephens,54,136372,Farmer,Starlite Premium,Blue Collar
95435,0.943,32125,503450,0.0,0.0,0.0,99.17,13,A,Urban,39000,1,Jonathan Martin,23,188377,Driver,Starlite Premium,Blue Collar
14650,0.617,24462,235170,0.0,0.0,0.0,98.66,20,B,Rural,22200,1,Cathy Shelton,24,36773,Student,Starlite Basic,White Collar
14106,0.259,13149,99090,0.0,0.0,0.0,99.11,6,A,Urban,5400,1,Andrew Garrett,27,394656,Teacher,MaxBupa Gold,White Collar
110220,0.31,30301,108100,1.0,0.0,0.0,98.37,6,B,Urban,1200,1,Brittany Gomez,40,390418,Teacher,Starlite Premium,White Collar
67670,0.027,32130,60150,1.0,0.0,0.0,99.89,7,A,Urban,1200,1,Lori Garcia,28,477220,Teacher,Starlite Basic,White Collar
102778,0.454,21548,687640,0.0,0.0,0.0,99.3,14,B,Urban,47400,1,Kathryn Sanchez,49,103900,Nurse,MaxBupa Gold,Other
112566,0.196,16798,158010,0.0,0.0,0.0,98.66,8,A,Rural,7500,1,Adam King,23,302656,Driver,Starlite Premium,Blue Collar
83429,0.348,16796,100140,0.0,0.0,0.0,98.2,11,C,Urban,5400,1,Laura Delacruz,49,353164,Teacher,Starlite Premium,White Collar
23424,0.734,16805,360080,0.0,0.0,0.0,98.89,15,C,Urban,20100,1,Jeremy Moran,49,172305,Driver,Starlite Premium,Blue Collar
43577,0.395,16803,166370,0.0,0.0,0.0,99.64,7,B,Urban,20100,1,Joshua Day,40,200006,Driver,Starlite Basic,Blue Collar
24513,0.017,16071,228930,0.0,0.0,0.0,99.84,11,A,Urban,22200,1,Steve Kerr,36,303596,Teacher,Starlite Premium,White Collar
8409,0.268,23369,240110,0.0,0.0,0.0,99.45,11,C,Rural,5400,1,Laura Goodman,42,205455,Lawyer,Starlite Basic,Other
39460,0.0,32126,120130,0.0,0.0,0.0,99.46,10,A,Urban,3300,1,Lisa Waters,24,283238,Construction Worker,Starlite Basic,Blue Collar
106213,0.89,18628,180110,0.0,0.0,0.0,98.99,10,C,Rural,5400,1,Tony Thomas,44,318848,Shopkeeper,Starlite Basic,Other
50991,0.338,10235,45130,0.0,0.0,0.0,99.22,7,A,Rural,1200,1,Andrea Daniels,22,159924,Driver,MaxBupa Silver,Blue Collar
39620,0.599,11695,383050,1.0,0.0,0.0,99.69,13,C,Urban,20100,1,Michelle Holt,35,218892,Teacher,Starlite Basic,White Collar
7458,0.006,34321,117710,0.0,0.0,0.0,,6,A,Urban,9600,1,Lori Jackson,55,590026,Software Engineer,Starlite Basic,White Collar
75444,0.028,31763,100060,0.0,0.0,0.0,99.89,6,A,Urban,5700,1,Darren Roberts,47,558522,Doctor,Starlite Basic,White Collar
24176,0.183,27755,100140,0.0,0.0,0.0,98.76,12,A,Urban,5400,1,Joshua Howe,29,171983,Driver,Starlite Basic,Blue Collar
101653,0.011,31770,61730,0.0,0.0,0.0,99.88,9,A,Rural,1200,1,April Moreno,27,615381,Software Engineer,Starlite Basic,White Collar
79740,0.0,30669,65500,0.0,0.0,0.0,99.88,4,A,Urban,5700,1,Samantha Little,36,156622,Construction Worker,Starlite Basic,Blue Collar
75342,0.18,10957,195050,0.0,0.0,0.0,99.33,9,B,Urban,13800,1,Kristin Stanley,36,343156,Software Engineer,Starlite Basic,White Collar
81684,0.231,16801,71190,0.0,0.0,0.0,99.15,7,B,Urban,3300,1,Michael Myers,16,13143,Student,Starlite Basic,White Collar
94597,0.357,18629,285110,0.0,0.0,0.0,99.46,10,C,Rural,26400,1,Julie Phillips,44,467803,Software Engineer,MaxBupa Silver,White Collar
79129,0.016,32130,135860,0.0,0.0,0.0,99.87,13,B,Urban,7500,1,Justin Bowman,47,264079,Driver,MaxBupa Silver,Blue Collar
77094,0.002,32127,63070,0.0,0.0,0.0,,9,B,Urban,1200,1,Jocelyn Scott,32,264778,Farmer,MaxBupa Silver,Blue Collar
95339,0.982,20090,425020,0.0,0.0,0.0,98.83,15,D,Urban,18000,1,Connie Bender,23,10226,Student,Starlite Premium,White Collar
66147,0.0,16437,95090,0.0,0.0,0.0,99.02,9,D,Rural,5400,1,Joseph Johnson,62,183778,Lawyer,Starlite Basic,Other
96129,0.063,14972,133890,0.0,0.0,0.0,99.16,11,C,Urban,13800,1,Randy Snow,45,346320,Shopkeeper,MaxBupa Silver,Other
20499,0.01,30666,90090,0.0,0.0,0.0,99.89,7,B,Rural,7500,1,Wesley Griffin,16,8356,Student,Starlite Basic,White Collar
113597,0.052,18630,333070,0.0,0.0,0.0,99.06,11,A,Urban,18000,1,Gerald Warner,49,382899,Teacher,Starlite Basic,White Collar
110007,0.252,10957,72110,0.0,0.0,0.0,99.41,7,A,Rural,7500,1,Maurice Carter,55,253949,Driver,Starlite Premium,Blue Collar
21890,0.661,16801,123500,0.0,0.0,0.0,98.6,10,B,Rural,5400,1,Rachel Gray,51,308463,Construction Worker,Starlite Basic,Blue Collar
2800,0.093,14977,144120,2.0,0.0,0.0,99.0,10,A,Urban,9600,1,Mathew Velazquez,27,372865,Shopkeeper,Starlite Basic,Other
89117,0.034,30666,135090,0.0,0.0,0.0,94.87,18,A,Urban,9600,1,Monica Dominguez,40,215333,Teacher,Starlite Basic,White Collar
56869,1.0,10230,81120,1.0,0.0,1.0,97.61,7,A,Rural,7500,0,Andrew Booth,24,196726,Construction Worker,MaxBupa Silver,Blue Collar
104919,0.206,32855,90140,1.0,0.0,0.0,99.6,10,A,Urban,1200,1,Christopher Lozano,34,443541,Software Engineer,MaxBupa Silver,White Collar
35933,0.072,23367,105070,0.0,0.0,0.0,99.38,15,B,Urban,9600,1,Patrick Brock,25,200862,Driver,Starlite Basic,Blue Collar
12261,0.955,10225,84080,0.0,0.0,0.0,99.11,15,A,Urban,5400,1,Lee Willis,39,402742,Teacher,Starlite Premium,White Collar
103076,0.094,16797,150110,0.0,0.0,0.0,99.11,6,A,Urban,15900,1,Tammy Rhodes,27,236942,Construction Worker,Starlite Premium,Blue Collar
59890,1.0,29573,31270,0.0,0.0,0.0,97.06,6,A,Rural,1200,1,David Brown,21,668376,Software Engineer,MaxBupa Silver,White Collar
95418,0.08,26651,127350,0.0,0.0,0.0,99.55,8,A,Urban,7500,1,Sabrina Reyes,29,474218,Teacher,Starlite Premium,White Collar
79848,0.256,23375,30120,0.0,0.0,0.0,99.27,6,A,Urban,1200,1,Suzanne Smith,60,376336,Software Engineer,MaxBupa Gold,White Collar
79737,0.626,10225,186050,0.0,0.0,0.0,99.59,4,A,Urban,11700,1,Kelly Martin,40,358690,Shopkeeper,Starlite Basic,Other
57006,0.017,30665,178240,0.0,0.0,0.0,99.87,22,A,Rural,7500,1,Brandon Garcia,57,549279,Doctor,MaxBupa Gold,White Collar
59736,0.207,16437,235430,0.0,0.0,0.0,98.81,8,A,Urban,15900,1,Steven Lewis,54,161084,Shopkeeper,MaxBupa Gold,Other
58003,0.009,31763,116540,0.0,0.0,0.0,99.89,11,A,Urban,7500,1,Benjamin Rich,64,853636,Doctor,MaxBupa Gold,White Collar
80850,0.049,10598,165070,0.0,0.0,0.0,99.88,10,A,Urban,9600,1,Hannah Donovan,61,320249,Nurse,Starlite Basic,Other
10626,0.001,23365,267630,0.0,0.0,0.0,99.28,11,A,Urban,9600,1,Morgan Flores MD,28,357152,Teacher,Starlite Premium,White Collar
73795,0.004,31404,66080,0.0,0.0,0.0,99.69,8,A,Rural,3300,1,Richard Stafford,38,171084,Driver,Starlite Basic,Blue Collar
80143,0.0,10591,103850,0.0,0.0,0.0,98.73,8,A,Rural,9600,1,Teresa Thompson,28,249824,Nurse,MaxBupa Silver,Other
21960,0.157,20085,257280,0.0,0.0,0.0,99.37,9,B,Urban,11700,1,Joseph Young,36,483317,Teacher,Starlite Basic,White Collar
7318,0.0,9864,153120,0.0,0.0,0.0,98.43,14,B,Urban,11700,0,Daniel Kane,23,331072,Teacher,MaxBupa Gold,White Collar
21102,0.026,20080,478640,0.0,0.0,0.0,99.37,20,A,Urban,39000,1,Amber Nelson,43,385034,Teacher,MaxBupa Gold,White Collar
2466,0.051,30675,180130,0.0,0.0,0.0,,4,A,Urban,3300,1,Christopher Bishop,21,39017,Student,Starlite Premium,White Collar
109119,0.135,24467,175140,0.0,0.0,0.0,99.07,9,A,Rural,11700,1,Jesus Lynch,28,125007,Nurse,MaxBupa Gold,Other
8044,0.013,29205,130110,0.0,0.0,0.0,98.9,13,B,Rural,7500,1,Karen Hart,22,519850,Software Engineer,Starlite Premium,White Collar
62329,0.0,20448,146020,0.0,0.0,0.0,98.23,15,A,Urban,11700,1,Shannon Rice,49,376183,Software Engineer,Starlite Basic,White Collar
20815,0.605,10225,83240,0.0,1.0,0.0,99.36,7,A,Urban,5400,0,Melissa Stanley,62,155867,Farmer,MaxBupa Silver,Blue Collar
81816,0.822,16799,241600,0.0,1.0,0.0,99.05,10,D,Urban,7500,1,Nichole Stephenson,44,287157,Nurse,Starlite Basic,Other
75835,0.111,24467,105120,0.0,0.0,0.0,98.75,16,A,Urban,5400,1,Melissa Adkins,19,265088,Driver,Starlite Basic,Blue Collar
110776,0.007,24464,105130,0.0,0.0,0.0,99.06,29,B,Rural,3300,1,Brian Ramos,29,635969,Software Engineer,MaxBupa Silver,White Collar
56491,0.055,16431,287560,0.0,0.0,0.0,99.13,7,A,Rural,3300,1,Melissa Rodriguez,23,344609,Teacher,Starlite Basic,White Collar
94887,0.953,32500,63030,0.0,0.0,0.0,97.37,5,A,Urban,5400,1,Robin Walker,58,684633,Software Engineer,MaxBupa Gold,White Collar
72330,1.0,10225,64540,0.0,0.0,0.0,99.07,7,D,Urban,3300,1,Kenneth Lyons,63,379013,Nurse,MaxBupa Gold,Other
711,0.015,27381,189150,0.0,0.0,0.0,99.89,13,A,Urban,5400,1,Jasmine Weber,56,402110,Teacher,Starlite Basic,White Collar
16327,0.012,31768,108050,0.0,0.0,0.0,99.89,6,A,Rural,9600,1,Michelle Hall,57,155037,Driver,MaxBupa Silver,Blue Collar
42147,0.053,31034,150080,0.0,0.0,0.0,99.86,10,A,Urban,9600,1,Timothy Vasquez,61,322490,Nurse,MaxBupa Gold,Other
82046,0.268,24465,113030,0.0,0.0,0.0,98.96,15,A,Rural,9600,1,Michael Jones,48,468766,Software Engineer,MaxBupa Silver,White Collar
87478,0.027,10597,162570,0.0,0.0,0.0,,4,A,Urban,7500,1,Jacob Mata,55,281042,Teacher,Starlite Basic,White Collar
14966,0.043,10594,120140,1.0,1.0,0.0,99.46,7,A,Urban,7500,1,Jennifer Webb,25,17927,Student,Starlite Basic,White Collar
96918,0.1,16796,288890,0.0,0.0,0.0,99.34,9,D,Urban,13800,1,Alexander Banks,27,366491,Software Engineer,Starlite Basic,White Collar
33772,0.176,20089,300050,0.0,0.0,0.0,99.31,9,E,Rural,15900,1,Mark Gaines,26,245129,Driver,MaxBupa Silver,Blue Collar
93494,0.161,10955,59740,0.0,0.0,0.0,98.59,7,A,Urban,1200,1,Krista Brady,23,631730,Software Engineer,Starlite Premium,White Collar
31798,0.01,33956,150060,1.0,0.0,0.0,99.89,7,A,Urban,3300,1,David Johnson,63,252551,Nurse,Starlite Basic,Other
70394,0.045,26287,117030,0.0,0.0,0.0,99.85,10,A,Urban,3300,1,Dennis Wagner,46,224873,Lawyer,Starlite Basic,Other
79671,0.01,31769,150030,0.0,0.0,0.0,99.34,7,A,Urban,7500,1,Tammy Ross,61,367466,Nurse,Starlite Basic,Other
12692,0.059,32864,105030,0.0,0.0,0.0,99.89,6,A,Urban,7500,1,Jamie Fox,60,546772,Software Engineer,Starlite Premium,White Collar
8176,1.0,10590,75050,0.0,0.0,1.0,99.35,6,C,Urban,9600,1,Patrick Marshall,56,344211,Teacher,Starlite Basic,White Collar
74912,0.021,30673,72100,0.0,0.0,0.0,99.63,6,A,Urban,7500,1,Brandon Phillips,19,29723,Student,MaxBupa Gold,White Collar
45994,0.006,33595,56710,0.0,0.0,0.0,,3,A,Urban,3300,1,Janet Blake,20,10027,Student,MaxBupa Silver,White Collar
88037,1.0,10592,96100,0.0,3.0,0.0,99.81,3,B,Urban,5400,0,Miss Ellen Phillips,55,105853,Lawyer,Starlite Basic,Other
82834,0.216,26288,234040,0.0,0.0,0.0,99.29,5,A,Urban,18000,1,Marcus Gonzales,64,285288,Driver,Starlite Basic,Blue Collar
52372,0.992,20080,90050,0.0,0.0,0.0,99.46,4,C,Rural,9600,1,Nathan Vargas,21,556313,Software Engineer,Starlite Basic,White Collar
110530,0.215,34318,122480,0.0,0.0,0.0,99.14,11,A,Urban,9600,1,David Clay,58,845048,Doctor,Starlite Basic,White Collar
15529,0.001,30307,120100,0.0,0.0,0.0,,3,A,Urban,5400,1,Jade Martinez,47,327196,Teacher,MaxBupa Silver,White Collar
9234,0.004,24470,247550,0.0,0.0,0.0,99.64,11,A,Urban,9600,1,Brian Ramirez,17,28520,Student,MaxBupa Silver,White Collar
51141,0.474,14608,231140,0.0,0.0,0.0,99.16,12,C,Rural,9600,0,Mrs. Janet Goodwin,53,644027,Software Engineer,Starlite Basic,White Collar
103468,0.09,23733,318060,0.0,0.0,0.0,99.1,18,A,Rural,28500,1,Christine Davidson,32,231855,Teacher,Starlite Premium,White Collar
108989,1.0,20080,67590,4.0,0.0,0.0,99.13,6,B,Rural,5700,0,Andrea Williams,40,472689,Teacher,Starlite Basic,White Collar
82184,0.296,13148,133190,0.0,0.0,0.0,99.1,7,A,Rural,11700,1,Samantha Rodriguez,28,217938,Nurse,MaxBupa Silver,Other
90431,0.52,31763,125060,0.0,0.0,0.0,99.23,9,B,Urban,5400,1,James Moore,25,945142,Doctor,Starlite Basic,White Collar
